player_image_url,player_name,player_country,player_club,player_position,player_stats_url,Nationality,Preferred Foot,Date of Birth,appearances_,sub_appearances,XA,pass_attempts,pass_accuracy,long_pass_attempts,long_pass_accuracy,Minutes Played,Duels Won,Total Tackles,Interceptions,Blocks,Red Cards,Yellow Cards,XG,Touches in the Opposition Box,Aerial Duels Won,Assists,Shots On Target Inside the Box,cross_attempts,cross_accuracy,dribble_attempts,dribble_accuracy,Fouls,Goals,Hit Woodwork,Offsides,Shots On Target Outside the Box,Corners Taken,Appearances,free_kick_attempts,free_kicks_scored,Passes,Own Goals,Penalties Taken,Goals Conceded,Clean Sheets,Saves Made,Penalties Faced,penalty_attempts,penalties_scored,penalties_saved,penalty_save_precentage
https://resources.premierleague.com/premierleague25/photos/players/110x140/122074.png,Marcus Bettinelli,England,Chelsea,Goalkeeper,https://www.premierleague.com/en/players/122074/marcus-bettinelli/stats,England,Right,24/05/1992,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://resources.premierleague.com/premierleague25/photos/players/110x140/518620.png,Ângelo,Brazil,Chelsea,Forward,https://www.premierleague.com/en/players/518620/angelo/stats,Brazil,Left,21/12/2004,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Josh Brooking,England,Chelsea,Defender,https://www.premierleague.com/en/players/248854/josh-brooking/stats,England,,01/09/2002,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://resources.premierleague.com/premierleague25/photos/players/110x140/534392.png,Mason Burstow,England,Chelsea,Forward,https://www.premierleague.com/en/players/534392/mason-burstow/stats,England,Right,04/08/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://resources.premierleague.com/premierleague25/photos/players/110x140/486672.png,Moisés Caicedo,Ecuador,Chelsea,Midfielder,https://www.premierleague.com/en/players/486672/moises-caicedo/stats,Ecuador,Right,02/11/2001,0,0,2.82,2153,90,152,63,3356,236,114,49,10,0,11,0.82,17,36,2,0,10,40,51,57,70,1,1,0,10,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0
https://resources.premierleague.com/premierleague25/photos/players/110x140/505187.png,Cesare Casadei,Italy,Chelsea,Midfielder,https://www.premierleague.com/en/players/505187/cesare-casadei/stats,Italy,Right,10/01/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Leo Castledine,England,Chelsea,Midfielder,https://www.premierleague.com/en/players/517995/leo-castledine/stats,England,,20/08/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://resources.premierleague.com/premierleague25/photos/players/110x140/180736.png,Trevoh Chalobah,England,Chelsea,Defender,https://www.premierleague.com/en/players/180736/trevoh-chalobah/stats,England,Right,05/07/1999,25,2,0.29,1094,86,122,41,1974,106,31,29,12,0,3,0.79,26,45,1,0,10,10,11,73,19,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://resources.premierleague.com/premierleague25/photos/players/110x140/478912.png,Carney Chukwuemeka,England,Chelsea,Midfielder,https://www.premierleague.com/en/players/478912/carney-chukwuemeka/stats,England,Right,20/10/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://resources.premierleague.com/premierleague25/photos/players/110x140/460028.png,Levi Colwill,England,Chelsea,Defender,https://www.premierleague.com/en/players/460028/levi-colwill/stats,England,Left,26/02/2003,0,0,1.21,2595,90,202,43,3149,156,47,33,25,0,9,1.89,36,83,1,4,13,23,11,55,45,2,0,5,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
https://resources.premierleague.com/premierleague25/photos/players/110x140/179268.png,Marc Cucurella,Spain,Chelsea,Defender,https://www.premierleague.com/en/players/179268/marc-cucurella/stats,Spain,Left,22/07/1998,36,3,2.39,1633,89,108,40,2989,141,67,28,16,1,8,2.8,76,32,1,8,31,16,13,31,37,5,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Ted Curd,England,Chelsea,Goalkeeper,https://www.premierleague.com/en/players/518892/ted-curd/stats,England,Right,14/02/2006,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://resources.premierleague.com/premierleague25/photos/players/110x140/215413.png,Kiernan Dewsbury-Hall,England,Chelsea,Midfielder,https://www.premierleague.com/en/players/215413/kiernan-dewsbury-hall/stats,England,Left,06/09/1998,13,11,0.22,149,85,8,50,259,16,8,2,0,0,0,0.22,8,0,1,0,0,0,4,50,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://resources.premierleague.com/premierleague25/photos/players/110x140/559963.png,Kiano Dyer,England,Chelsea,Midfielder,https://www.premierleague.com/en/players/559963/kiano-dyer/stats,England,Right,21/11/2006,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Landon Emenalo,England,Chelsea,Midfielder,https://www.premierleague.com/en/players/611912/landon-emenalo/stats,England,Left,18/01/2008,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://resources.premierleague.com/premierleague25/photos/players/110x140/51090.png,Thiago Silva,Brazil,Chelsea,Defender,https://www.premierleague.com/en/players/51090/thiago-silva/stats,Brazil,Right,22/09/1984,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://resources.premierleague.com/premierleague25/photos/players/110x140/448047.png,Enzo Fernández,Argentina,Chelsea,Midfielder,https://www.premierleague.com/en/players/448047/enzo-fernandez/stats,Argentina,Right,17/01/2001,36,4,6.22,1778,84,172,58,2946,159,65,13,7,0,8,6.13,85,15,7,14,45,20,47,55,52,6,0,2,14,74,0,2,2,0,0,0,0,0,0,0,0,0,0,0
https://resources.premierleague.com/premierleague25/photos/players/110x140/444463.png,Wesley Fofana,France,Chelsea,Defender,https://www.premierleague.com/en/players/444463/wesley-fofana/stats,France,Right,17/12/2000,0,0,0.22,781,91,33,42,1176,64,13,14,9,0,7,0.44,12,27,0,0,0,0,11,73,24,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,David Datro Fofana,Cote d’Ivoire,Chelsea,Forward,https://www.premierleague.com/en/players/520295/david-datro-fofana/stats,Cote d’Ivoire,Right,22/12/2002,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://resources.premierleague.com/premierleague25/photos/players/110x140/428399.png,João Félix,Portugal,Chelsea,Forward,https://www.premierleague.com/en/players/428399/joao-felix/stats,Portugal,Right,10/11/1999,12,9,0.45,195,86,9,56,364,39,8,3,0,0,2,2.23,30,4,1,3,0,0,24,42,6,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://resources.premierleague.com/premierleague25/photos/players/110x140/232787.png,Conor Gallagher,England,Chelsea,Midfielder,https://www.premierleague.com/en/players/232787/conor-gallagher/stats,England,Right,06/02/2000,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Billy Gee,England,Chelsea,Defender,https://www.premierleague.com/en/players/518891/billy-gee/stats,England,Right,30/07/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://resources.premierleague.com/premierleague25/photos/players/110x140/550615.png,Tyrique George,England,Chelsea,Forward,https://www.premierleague.com/en/players/550615/tyrique-george/stats,England,Right,04/02/2006,8,7,0.27,50,82,0,0,178,5,2,2,0,0,1,0.2,10,0,1,0,3,33,5,60,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://resources.premierleague.com/premierleague25/photos/players/110x140/514280.png,Alfie Gilchrist,England,Chelsea,Defender,https://www.premierleague.com/en/players/514280/alfie-gilchrist/stats,England,Right,28/11/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://resources.premierleague.com/premierleague25/photos/players/110x140/499309.png,Marc Guiu,Spain,Chelsea,Forward,https://www.premierleague.com/en/players/499309/marc-guiu/stats,Spain,Left,04/01/2006,3,3,0.02,16,69,0,0,71,1,1,0,0,0,0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://resources.premierleague.com/premierleague25/photos/players/110x140/482609.png,Malo Gusto,France,Chelsea,Defender,https://www.premierleague.com/en/players/482609/malo-gusto/stats,France,Right,19/05/2003,32,13,1.94,1214,89,72,54,1858,78,45,24,8,0,4,1.7,44,9,1,2,53,19,15,27,20,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Ollie Harrison,England,Chelsea,Midfielder,https://www.premierleague.com/en/players/597983/ollie-harrison/stats,England,,07/08/2007,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://resources.premierleague.com/premierleague25/photos/players/110x140/461188.png,Bashir Humphreys,England,Chelsea,Defender,https://www.premierleague.com/en/players/461188/bashir-humphreys/stats,England,Left,15/03/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://resources.premierleague.com/premierleague25/photos/players/110x140/517052.png,Nicolas Jackson,Senegal,Chelsea,Forward,https://www.premierleague.com/en/players/517052/nicolas-jackson/stats,Senegal,Right,20/06/2001,30,2,1.92,390,77,9,67,2238,90,22,3,2,1,7,12.34,153,22,5,33,3,33,50,36,35,10,6,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://resources.premierleague.com/premierleague25/photos/players/110x140/225796.png,Reece James,England,Chelsea,Defender,https://www.premierleague.com/en/players/225796/reece-james/stats,England,Right,08/12/1999,19,7,1.16,743,88,70,51,1064,51,10,13,6,0,1,0.44,7,24,1,2,18,6,13,54,8,1,1,0,3,19,0,3,3,0,0,0,0,0,0,0,0,0,0,0
https://resources.premierleague.com/premierleague25/photos/players/110x140/508479.png,Filip Jørgensen,Denmark,Chelsea,Goalkeeper,https://www.premierleague.com/en/players/508479/filip-j-rgensen/stats,Denmark,Right,16/04/2002,0,0,0.0,170,82,40,25,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,9,1,20,1,0,0,0,0
https://resources.premierleague.com/premierleague25/photos/players/110x140/549068.png,Omari Kellyman,England,Chelsea,Midfielder,https://www.premierleague.com/en/players/549068/omari-kellyman/stats,England,Left,15/09/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://resources.premierleague.com/premierleague25/photos/players/110x140/514356.png,Roméo Lavia,Belgium,Chelsea,Midfielder,https://www.premierleague.com/en/players/514356/romeo-lavia/stats,Belgium,Right,06/01/2004,16,5,0.36,422,92,14,71,801,51,22,16,0,0,4,0.26,1,12,1,0,0,0,16,63,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://resources.premierleague.com/premierleague25/photos/players/110x140/247632.png,Pedro Neto,Portugal,Chelsea,Forward,https://www.premierleague.com/en/players/247632/pedro-neto/stats,Portugal,Left,09/03/2000,35,11,4.77,731,89,37,62,2268,101,23,9,2,0,8,3.5,127,12,6,25,108,31,80,43,21,4,1,3,14,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://resources.premierleague.com/premierleague25/photos/players/110x140/66749.png,Romelu Lukaku,Belgium,Chelsea,Forward,https://www.premierleague.com/en/players/66749/romelu-lukaku/stats,Belgium,Left,13/05/1993,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://resources.premierleague.com/premierleague25/photos/players/110x140/248857.png,Noni Madueke,England,Chelsea,Forward,https://www.premierleague.com/en/players/248857/noni-madueke/stats,England,Left,10/03/2002,32,5,3.15,599,84,20,65,2046,106,25,10,0,0,3,9.64,199,11,3,39,63,17,91,49,22,7,4,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Alex Matos,England,Chelsea,Forward,https://www.premierleague.com/en/players/519198/alex-matos/stats,England,Right,03/10/2004,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Max Merrick,England,Chelsea,Goalkeeper,https://www.premierleague.com/en/players/518335/max-merrick/stats,England,Right,10/11/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Shumaira Mheuka,England,Chelsea,Forward,https://www.premierleague.com/en/players/567119/shumaira-mheuka/stats,England,Right,20/10/2007,1,1,0.0,0,0,0,0,1,1,0,0,0,0,0,0.06,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://resources.premierleague.com/premierleague25/photos/players/110x140/465920.png,Mykhailo Mudryk,Ukraine,Chelsea,Midfielder,https://www.premierleague.com/en/players/465920/mykhailo-mudryk/stats,Ukraine,Right,05/01/2001,7,6,0.49,35,77,0,0,145,9,2,0,1,0,0,0.25,8,2,0,0,7,14,8,38,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Harrison Murray-Campbell,England,Chelsea,Defender,https://www.premierleague.com/en/players/551986/harrison-murray-campbell/stats,England,Right,04/08/2006,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://resources.premierleague.com/premierleague25/photos/players/110x140/532605.png,Andrey Santos,Brazil,Chelsea,Midfielder,https://www.premierleague.com/en/players/532605/andrey-santos/stats,Brazil,Right,03/05/2004,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://resources.premierleague.com/premierleague25/photos/players/110x140/213198.png,Christopher Nkunku,France,Chelsea,Forward,https://www.premierleague.com/en/players/213198/christopher-nkunku/stats,France,Right,14/11/1997,27,18,1.0,330,91,0,0,911,49,12,7,2,0,2,4.83,58,16,2,13,0,0,24,42,16,3,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Richard Olise,England,Chelsea,Defender,https://www.premierleague.com/en/players/518889/richard-olise/stats,England,Right,09/09/2004,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://resources.premierleague.com/premierleague25/photos/players/110x140/551230.png,Renato Veiga,Portugal,Chelsea,Midfielder,https://www.premierleague.com/en/players/551230/renato-veiga/stats,Portugal,Left,29/07/2003,7,6,0.16,132,84,14,36,177,16,9,1,1,0,2,0.15,4,3,0,0,0,0,5,60,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://resources.premierleague.com/premierleague25/photos/players/110x140/244851.png,Cole Palmer,England,Chelsea,Midfielder,https://www.premierleague.com/en/players/244851/cole-palmer/stats,England,Left,06/05/2002,37,1,9.14,1310,83,137,68,3195,147,34,11,1,0,7,17.28,156,2,8,37,77,26,97,53,15,15,6,7,39,75,0,12,12,0,0,0,0,0,0,0,5,4,0,0
https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Mike Penders,Belgium,Chelsea,Goalkeeper,https://www.premierleague.com/en/players/549939/mike-penders/stats,Belgium,Left,31/07/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://resources.premierleague.com/premierleague25/photos/players/110x140/457569.png,Djordje Petrovic,Serbia,Chelsea,Goalkeeper,https://www.premierleague.com/en/players/457569/djordje-petrovic/stats,Serbia,Right,08/10/1999,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Samuel Rak-Sakyi,England,Chelsea,Midfielder,https://www.premierleague.com/en/players/547692/samuel-rak-sakyi/stats,England,Left,27/03/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Dujuan Richards,Jamaica,Chelsea,Forward,https://www.premierleague.com/en/players/615130/dujuan-richards/stats,Jamaica,Left,10/11/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Ishé Samuels-Smith,England,Chelsea,Defender,https://www.premierleague.com/en/players/536238/ishe-samuels-smith/stats,England,Left,05/06/2006,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Malang Sarr,France,Chelsea,Defender,https://www.premierleague.com/en/players/204727/malang-sarr/stats,France,Left,23/01/1999,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Teddy Sharman-Lowe,England,Chelsea,Goalkeeper,https://www.premierleague.com/en/players/499857/teddy-sharman-lowe/stats,England,Right,30/03/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://resources.premierleague.com/premierleague25/photos/players/110x140/471798.png,Gaga Slonina,United States,Chelsea,Goalkeeper,https://www.premierleague.com/en/players/471798/gaga-slonina/stats,United States,Right,15/05/2004,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Zak Sturge,England,Chelsea,Defender,https://www.premierleague.com/en/players/496222/zak-sturge/stats,England,Left,15/06/2004,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Ronnie Stutter,England,Chelsea,Forward,https://www.premierleague.com/en/players/517996/ronnie-stutter/stats,England,,06/01/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://resources.premierleague.com/premierleague25/photos/players/110x140/215059.png,Robert Sánchez,Spain,Chelsea,Goalkeeper,https://www.premierleague.com/en/players/215059/robert-sanchez/stats,Spain,Left,18/11/1997,0,0,0.0,1052,65,487,28,0,0,0,0,0,0,5,0.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,32,0,0,0,0,0,34,10,95,5,0,0,1,20
https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Jimi Tauriainen,Finland,Chelsea,Midfielder,https://www.premierleague.com/en/players/514277/jimi-tauriainen/stats,Finland,Left,08/03/2004,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Harvey Vale,England,Chelsea,Midfielder,https://www.premierleague.com/en/players/491785/harvey-vale/stats,England,Left,11/09/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Reggie Walsh,England,Chelsea,Midfielder,https://www.premierleague.com/en/players/611921/reggie-walsh/stats,England,,20/10/2008,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
